"GEOID","county","state","Grains..oilseeds..dry.beans..and.dry.peas","Tobacco","Cotton.and.cottonseed","Vegetables..melons..potatoes..and.sweet.potatoes","Fruits..tree.nuts..and.berries","Nursery..greenhouse..floriculture..and.sod","Cut.Christmas.trees.and.short.rotation.woody.crops","Other.crops.and.hay","Poultry.and.eggs","Cattle.and.calves","Milk.from.cows","Hogs.and.pigs","Sheep..goats..wool..mohair..and.milk","Horses..ponies..mules..burros..and.donkeys","Aquaculture","Other.animals.and.other.animal.products","Other","farmentropy","Number.of.Farms","Land.in.Farms","Average.Size.of.Farm","Market.Value.of.Products.Sold","Average.Per.Farm","Government.Payments","Average.Per.Farm.Receiving.Payments","Number.of.Farms.07","Land.in.Farms.07","Average.Size.of.Farm.07","Market.Value.of.Products.Sold.07","Average.Per.Farm.07","Government.Payments.07","Average.Per.Farm.Receiving.Payments.07","spendingperacre","spendingperfarm","changenumfarms","changelandfarms","dominantcomm"
"05021","Clay","Arkansas",211492,NA,30160,NA,49,NA,NA,NA,NA,1098,NA,NA,25,24,NA,NA,3324,0.473475539048684,610,331467,543,246172000,403561,9792000,20789,731,330464,452,142070000,194350,12282000,23574,1.47043110714755,4.31783359924359,-121,1003,1
"05023","Cleburne","Arkansas",281,NA,NA,100,NA,NA,NA,771,34457,10981,494,5,NA,310,NA,12,460,0.811450698993342,797,157449,198,47871000,60064,1013000,5417,905,129815,143,56122000,62014,646000,3891,0.80846953869741,3.7337588355872,-108,27634,9
"05025","Cleveland","Arkansas",NA,NA,NA,NA,NA,NA,NA,446,103892,1433,NA,NA,7,NA,NA,NA,23,0.101668717869151,211,27197,129,105801000,501426,237000,10784,241,31083,129,148060000,614358,114000,4399,0.940227344744331,4.03277987919124,-30,-3886,9
"05027","Columbia","Arkansas",NA,NA,NA,11,NA,NA,NA,NA,33350,2940,NA,18,10,NA,NA,3,5377,0.638091441770343,278,45580,164,41709000,150031,84000,3493,306,47044,154,45141000,147521,14000,1789,0.265504965217525,3.54319858563765,-28,-1464,9
"05029","Conway","Arkansas",14128,NA,NA,8,541,15,NA,1923,121703,16193,NA,5702,35,NA,NA,1,1399,0.891332270746303,816,179318,220,161648000,198098,1554000,10941,994,187142,188,133581000,134387,950000,6250,0.93782712809117,4.03905701803344,-178,-7824,9
"05031","Craighead","Arkansas",195508,NA,62010,NA,NA,445,NA,375,10,1175,NA,NA,13,NA,NA,NA,2064,0.642464957663893,583,337668,579,261600000,448714,10157000,30138,736,336919,458,158935000,215945,16297000,44896,1.47827554693033,4.47911442854319,-153,749,1
"05033","Crawford","Arkansas",9914,NA,NA,417,NA,10762,NA,1105,23937,20002,NA,10,NA,254,NA,9,998,1.48775164554715,886,125292,141,67408000,76081,342000,4442,1026,119227,116,58523000,57040,171000,4079,0.436102764246128,3.64757855421246,-140,6065,9
"05035","Crittenden","Arkansas",197887,NA,16545,72,106,NA,NA,NA,23,207,NA,NA,6,28,NA,NA,142,0.294137336677268,263,337904,1285,215016000,817553,6850000,34079,266,313688,1179,99628000,374542,9794000,46198,1.30689723864726,4.53248684252501,-3,24216,1
"05037","Cross","Arkansas",174256,NA,5721,NA,35,NA,NA,NA,NA,NA,NA,NA,4,20,NA,NA,8742,0.324919555339784,325,278915,858,188778000,580856,11662000,42254,364,282963,777,111644000,306713,11044000,39726,1.6213011659095,4.62586782797682,-39,-4048,1
"05039","Dallas","Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,503,NA,12,9,NA,NA,NA,781,0.75214993004151,90,21258,236,1305000,14497,54000,2245,106,19918,188,1385000,13069,28000,4069,0.404871357106148,3.35121634533934,-16,1340,17
"05041","Desha","Arkansas",181066,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,6343,NA,25477,0.496815555750243,244,267088,1095,212893000,872511,7594000,35654,273,306496,1123,140743000,515542,11044000,50430,1.45381621676614,4.55210826014798,-29,-39408,1
"05043","Drew","Arkansas",54747,NA,8156,209,28,NA,NA,446,21068,3657,NA,NA,21,15,NA,NA,0,1.03718366796478,308,129835,422,88347000,286840,2580000,18699,368,124371,338,57338000,155809,3292000,24750,1.29822792368465,4.27181838161166,-60,5464,1
"05045","Faulkner","Arkansas",6231,NA,NA,178,637,1638,32,1351,41,11905,2859,17,277,1043,13,36,0,1.60320559382251,1288,184958,144,26257000,20386,1254000,7043,1341,190089,142,19856000,14807,1080000,6966,0.831224415870504,3.84775768839233,-53,-5131,10
"05047","Franklin","Arkansas",912,NA,NA,NA,1213,NA,NA,1790,123812,28292,1525,7,56,190,NA,28,353,0.688614206899627,829,159864,193,158178000,190806,542000,6531,759,152822,201,112189000,147812,186000,3215,0.530248611169922,3.81497968376076,70,7042,9
"05049","Fulton","Arkansas",NA,NA,NA,NA,NA,54,NA,985,35,24226,837,NA,197,191,NA,10,1190,0.570141615518948,753,204424,271,27725000,36819,1708000,10352,702,177221,252,25770000,36709,245000,2265,0.921955984402582,4.01502426332463,51,27203,10
"05051","Garland","Arkansas",NA,NA,NA,NA,NA,4028,NA,NA,13063,2033,NA,NA,31,376,NA,49,4519,1.23950367813586,361,35682,99,24099000,66757,93000,2906,439,39474,90,12242000,27887,41000,2933,0.416033759671014,3.463295609962,-78,-3792,9
"05053","Grant","Arkansas",60,NA,NA,34,NA,NA,NA,432,7992,12224,NA,NA,17,73,NA,NA,32,0.823893641100554,257,64677,252,20864000,81181,55000,2205,282,34613,123,19203000,68097,17000,2364,-0.0703871777441095,3.34340859380386,-25,30064,10
"05055","Greene","Arkansas",158115,NA,7296,26,12,713,NA,1003,5,2216,NA,13,14,117,7792,4,0,0.485808074756513,711,260400,366,177326000,249403,8391000,22081,770,267263,347,115774000,150355,9479000,22840,1.50817274119504,4.34401873774591,-59,-6863,1
"05057","Hempstead","Arkansas",168,NA,NA,90,NA,NA,NA,1639,172515,18940,NA,1787,NA,253,NA,NA,3099,0.511021318261783,748,196439,263,198491000,265362,814000,4445,894,210571,236,167118000,186933,943000,5647,0.617396690260358,3.64787176530623,-146,-14132,9
"05059","Hot Spring","Arkansas",NA,NA,NA,124,NA,231,NA,NA,17800,4439,NA,5,104,NA,NA,1,1242,0.784220721558143,536,68714,128,23946000,44675,202000,2886,644,72122,112,16171000,25111,147000,3582,0.468306138889065,3.46029632675748,-108,-3408,9
"05061","Howard","Arkansas",NA,NA,NA,NA,469,NA,NA,900,152253,15426,NA,9913,NA,70,NA,NA,50,0.556897423695649,552,146846,266,179081000,324422,99000,1192,592,110712,187,184062000,310915,98000,1244,-0.171226926492204,3.07627625540422,-40,36134,9
"05063","Independence","Arkansas",31670,NA,NA,138,NA,298,NA,1714,79982,17322,NA,18,92,328,36,198,71,1.02713231598778,1003,247879,247,131867000,131473,1541000,9014,1121,249653,223,123630000,110286,1801000,13543,0.793562903279498,3.95491755373496,-118,-1774,9
"05065","Izard","Arkansas",NA,NA,NA,63,NA,NA,NA,NA,27273,NA,NA,NA,24,355,NA,10,21677,0.738818132600057,633,172579,273,49402000,78044,2095000,10744,639,170415,267,40302000,63071,396000,3045,1.08419607913856,4.03116599966066,-6,2164,9
"05067","Jackson","Arkansas",179650,NA,NA,1970,NA,NA,NA,NA,NA,NA,NA,NA,16,17,NA,12,5172,0.187278285336193,437,307098,703,186837000,427545,12642000,40780,445,302125,679,106853000,240120,9169000,32513,1.61453879791661,4.61044722144212,-8,4973,1
"05069","Jefferson","Arkansas",191835,NA,3952,163,NA,NA,NA,399,17859,889,NA,NA,29,32,NA,42,65,0.429004926048434,444,291703,657,215265000,484831,10681000,33799,489,303080,620,135932000,277980,9774000,33246,1.56367101944897,4.52890385113841,-45,-11377,1
"05071","Johnson","Arkansas",2181,NA,NA,127,441,128,NA,1459,117807,18236,NA,NA,NA,200,NA,NA,463,0.585387746065364,624,118391,190,141042000,226029,348000,4585,607,105820,174,134668000,221858,176000,5864,0.468260555063901,3.66133934000604,17,12571,9
"05073","Lafayette","Arkansas",29217,NA,1355,NA,NA,NA,NA,781,66332,24816,NA,NA,NA,31,NA,NA,5354,1.21015040571491,263,115257,438,127886000,486258,1817000,16667,313,97628,312,91263000,291576,1545000,18174,1.19768761607451,4.22185743541914,-50,17629,9
"05075","Lawrence","Arkansas",117994,NA,NA,NA,NA,NA,NA,8147,16485,6220,NA,NA,42,99,6,NA,147,0.73448041356424,559,252785,452,149140000,266798,7345000,26807,592,263615,445,108026000,182476,6375000,24710,1.46324050033596,4.42824821434295,-33,-10830,1
"05077","Lee","Arkansas",130291,NA,40258,NA,106,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,970,0.593058496134101,220,260738,1185,171870000,781226,6373000,35017,251,302490,1205,127993000,509932,9276000,51246,1.38813958854796,4.5442789361719,-31,-41752,1
"05079","Lincoln","Arkansas",104808,NA,11195,NA,NA,NA,52,NA,98239,2574,NA,NA,NA,63,NA,NA,2521,0.972307165405977,377,199749,530,219452000,582100,7190000,34238,384,186024,484,171281000,446044,5969000,34705,1.55624427659244,4.53450838759587,-7,13725,1
"05081","Little River","Arkansas",13411,NA,NA,NA,2846,NA,NA,1420,46293,11801,NA,NA,7,NA,NA,1,731,1.13940619547746,448,171551,383,76510000,170781,833000,6454,482,139291,289,66514000,137996,529000,6778,0.686251747430707,3.80982896106789,-34,32260,9
"05083","Logan","Arkansas",4127,NA,NA,NA,54,NA,NA,2054,151142,29520,505,NA,42,NA,NA,9,530,0.63644084945275,969,197652,204,187983000,193997,229000,2412,942,160380,170,139899000,148513,271000,3661,0.0639342691019851,3.38237730346811,27,37272,9
"05085","Lonoke","Arkansas",180336,NA,5400,1315,NA,NA,NA,1247,5388,3980,2316,NA,48,298,20126,NA,2924,0.815210325504981,767,338880,442,223378000,291236,12927000,32810,832,371423,446,152315000,183071,11364000,29828,1.58145181038064,4.51600623038605,-65,-32543,1
"05087","Madison","Arkansas",NA,NA,NA,299,NA,NA,NA,2134,180788,21995,1547,15,NA,311,NA,17,1057,0.490720530415516,1250,269414,216,208163000,166531,2670000,8641,1339,259540,194,160128000,119587,338000,2072,0.996091101437266,3.93656400513527,-89,9874,9
"05089","Marion","Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,26680,11873,NA,NA,137,297,NA,2,678,0.754081835756303,485,136740,282,39667000,81788,1159000,8981,463,130445,282,34802000,75167,393000,3303,0.928187860399577,3.95332469638919,22,6295,9
"05091","Miller","Arkansas",21952,NA,NA,NA,1102,NA,NA,1136,12988,7888,NA,NA,NA,63,NA,1,408,1.24696627640196,525,163917,312,45538000,86738,1229000,12802,601,174931,291,48738000,81094,1309000,17694,0.874927885854518,4.10727782285977,-76,-11014,1
"05093","Mississippi","Arkansas",197898,NA,115040,789,NA,NA,NA,111,NA,136,NA,NA,NA,NA,NA,19,654,0.694110449213492,347,475699,1371,314647000,906764,9887000,34210,369,461328,1250,195596000,530072,22535000,76651,1.31773229569596,4.53415307418506,-22,14371,1
"05095","Monroe","Arkansas",185997,NA,NA,NA,NA,NA,NA,NA,14,311,NA,NA,NA,NA,NA,NA,8051,0.185019525367439,230,268312,1167,194373000,845102,8137000,41946,229,242235,1058,93933000,410189,7348000,38671,1.48182421948006,4.62269055251265,1,26077,1
"05097","Montgomery","Arkansas",NA,NA,NA,NA,NA,NA,NA,784,33213,5122,NA,2724,7,NA,NA,NA,298,0.731468158428468,449,74437,166,42148000,93870,464000,6184,456,73721,162,48249000,105809,62000,2815,0.794729118913187,3.79126948091027,-7,716,9
"05099","Nevada","Arkansas",NA,NA,NA,NA,NA,NA,NA,857,41889,4848,NA,NA,10,18,NA,NA,296,0.457447415317913,351,66659,190,47918000,136520,178000,2345,395,65215,165,48490000,122759,178000,2864,0.426561208101987,3.3701428470511,-44,1444,9
"05101","Newton","Arkansas",NA,NA,NA,39,41,126,NA,797,20360,6284,NA,821,126,53,NA,NA,8,0.856992989264751,648,114211,176,28655000,44220,784000,4084,636,112985,178,19021000,29907,332000,1756,0.83660812857112,3.61108573341487,12,1226,9
"05103","Ouachita","Arkansas",NA,NA,NA,NA,NA,NA,NA,364,15015,973,NA,34,18,17,NA,1,43,0.378939131824899,182,26024,143,16465000,90470,113000,3151,222,32513,146,16668000,75083,49000,2884,0.637704393209623,3.498448403174,-40,-6489,9
"05105","Perry","Arkansas",2472,NA,NA,37,25,1498,NA,852,23525,4161,NA,435,37,38,NA,3,0,1.01761856135522,419,70369,168,33082000,78955,602000,8241,453,72681,160,32964000,72767,366000,5637,0.932215111859926,3.91597991414022,-34,-2312,9
"05107","Phillips","Arkansas",221244,NA,25126,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529,0.368301293023391,282,352363,1250,247998000,879427,10328000,41985,307,437274,1424,185088000,602891,15803000,65574,1.46702593036813,4.62309415752184,-25,-84911,1
"05109","Pike","Arkansas",NA,NA,NA,NA,NA,NA,NA,586,59045,20105,NA,2485,NA,63,NA,NA,51,0.733616562836055,346,70022,202,82335000,237962,201000,2750,425,83570,197,92898000,218585,115000,2060,0.457961546299113,3.43933269383026,-79,-13548,9
"05111","Poinsett","Arkansas",256769,NA,27624,16,NA,NA,NA,2204,11,513,NA,NA,1,9,122,NA,151,0.383067829353357,397,385236,970,287420000,723980,15715000,47622,418,340704,815,154160000,368805,14351000,43753,1.6105875205283,4.67780763068928,-21,44532,1
"05113","Polk","Arkansas",NA,NA,NA,85,NA,NA,NA,1437,102392,11755,NA,1641,65,267,NA,NA,131,0.495722663662141,893,118851,133,117773000,131885,185000,1431,1007,133351,132,135529000,134587,77000,2013,0.192168888214668,3.15563963375978,-114,-14500,9
"05115","Pope","Arkansas",8544,NA,NA,41,70,126,NA,1615,119028,15680,NA,4456,132,386,NA,24,0,0.77090577842209,977,153782,157,150102000,153635,828000,8713,1080,153693,142,148863000,137836,334000,4458,0.731124831996706,3.94016771403407,-103,89,9
"05117","Prairie","Arkansas",158571,NA,NA,NA,NA,NA,NA,NA,NA,812,NA,NA,15,11,4546,NA,1110,0.198753292362,445,275197,618,165065000,370933,10031000,29503,539,331825,616,102087000,189402,10866000,28298,1.56170053518878,4.46986617927314,-94,-56628,1
"05119","Pulaski","Arkansas",26081,NA,NA,996,481,2151,NA,NA,7400,1750,NA,NA,NA,582,NA,37,492,1.15244395638272,417,84058,202,39970000,95851,1439000,18211,484,94904,196,27415000,56643,1371000,18522,1.23348174135423,4.2603337943703,-67,-10846,1
"05121","Randolph","Arkansas",52653,NA,NA,NA,1,NA,NA,4597,8275,13653,NA,79,68,NA,NA,NA,259,1.00747822549703,667,210550,316,79585000,119318,3472000,17715,766,252325,329,64249000,83876,3220000,20249,1.21722447074817,4.2483411566692,-99,-41775,1
"05123","St. Francis","Arkansas",164663,NA,23319,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,30,NA,NA,1848,0.428452405420976,326,299747,919,189878000,582449,7971000,33918,310,255102,823,91703000,295816,8326000,38368,1.42475796394776,4.53043023584376,16,44645,1
"05125","Saline","Arkansas",NA,NA,NA,118,NA,749,66,767,75,2024,NA,7,NA,124,NA,63,502,1.59916287770665,386,44838,116,4495000,11645,55000,1783,371,44782,121,5594000,15078,31000,1550,0.0887164568544313,3.25115134317535,15,56,10
"05127","Scott","Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,122513,7493,535,NA,13,108,NA,NA,1342,0.307795993063135,602,100278,167,132004000,219276,283000,4291,593,96465,163,112546000,189790,111000,3276,0.450580771961541,3.63255851453267,9,3813,9
"05129","Searcy","Arkansas",NA,NA,NA,22,13,NA,NA,976,NA,9438,684,NA,63,NA,NA,NA,1842,0.902505560821449,592,168795,285,13038000,22023,2e+06,12194,617,194963,316,12267000,19881,392000,3406,1.07367041773791,4.0861461906859,-25,-26168,10
"05131","Sebastian","Arkansas",1165,NA,NA,49,60,NA,NA,NA,78293,16217,NA,1,100,373,NA,12,1140,0.617040850574508,770,118855,154,97410000,126507,374000,7951,931,104459,112,67369000,72362,80000,3489,0.497854145822995,3.90042175345774,-161,14396,9
"05133","Sevier","Arkansas",NA,NA,NA,NA,NA,NA,NA,771,122638,11658,NA,2132,86,90,NA,1,39,0.416368260676048,543,129229,238,137415000,253066,224000,1660,598,116557,195,148964000,249103,154000,1816,0.238888034654101,3.22010808804005,-55,12672,9
"05135","Sharp","Arkansas",NA,NA,NA,129,NA,NA,NA,888,58287,16099,NA,9,29,81,NA,24,15,0.608431185894219,648,158279,244,75561000,116606,1522000,9757,723,184105,255,56665000,78375,146000,3097,0.982991354685989,3.98931630498995,-75,-25826,9
"05137","Stone","Arkansas",NA,NA,NA,NA,NA,15,NA,764,30666,21965,NA,NA,34,76,NA,NA,144,0.778067124919298,523,135205,259,53664000,102608,1122000,6598,556,142397,256,43685000,78570,566000,3721,0.919000104425047,3.81941231120933,-33,-7192,9
"05139","Union","Arkansas",NA,NA,NA,NA,NA,NA,NA,305,25090,2248,NA,NA,25,14,NA,NA,270,0.403862599812883,280,42503,152,27952000,99828,91000,2174,356,37917,107,74141000,208262,57000,6343,0.330621807271635,3.33725953975028,-76,4586,9
"05141","Van Buren","Arkansas",NA,NA,NA,47,NA,NA,NA,976,6862,9248,568,NA,74,NA,NA,12,2160,1.2526409550352,587,122875,209,19947000,33982,648000,6172,566,114270,202,15502000,27388,299000,3521,0.722111475030401,3.79042591739111,21,8605,10
"05143","Washington","Arkansas",NA,NA,NA,NA,721,1926,NA,3176,391599,39888,2513,NA,325,710,NA,NA,2167,0.466292737800446,2502,311752,125,443025000,177068,1611000,4576,2915,327225,112,417965000,143384,264000,2586,0.713286292106079,3.66048601578497,-413,-15473,9
"05145","White","Arkansas",30876,NA,NA,NA,1580,3127,NA,3255,33475,25733,969,19,NA,574,NA,18,747,1.47640136493144,1836,355669,194,100373000,54670,4909000,10040,2199,411404,187,119240000,54225,5848000,10790,1.13994701823724,4.001733712809,-363,-55735,9
"05147","Woodruff","Arkansas",159993,NA,4315,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3181,0.218136491385008,217,274160,1263,167588000,772294,6684000,34630,262,274364,1047,91662000,349856,6997000,31951,1.38703234979954,4.53945249154946,-45,-204,1
"05149","Yell","Arkansas",3892,NA,NA,13,NA,NA,NA,2327,174521,10988,NA,4298,15,212,NA,47,68,0.493606154144333,794,160179,202,196381000,247331,1339000,7356,993,175097,176,162467000,163612,501000,4916,0.922174998983747,3.86664172056604,-199,-14918,9
"06001","Alameda","California",NA,NA,NA,NA,36212,9101,NA,NA,15,NA,NA,6,125,53,NA,146,11864,0.946694979342133,452,177798,393,57522000,127261,49000,3034,525,204633,390,50358000,95919,365000,12170,-0.559730791375934,3.48201557645071,-73,-26835,5
"06003","Alpine","California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,0,3,NA,NA,265000,88444,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,-4,NA,17
"06005","Amador","California",165,NA,NA,NA,18470,NA,NA,1512,NA,8030,NA,NA,788,350,NA,12,2641,1.18515573735889,461,155187,337,31968000,69345,37000,2862,479,163482,341,20701000,43217,91000,8287,-0.622653613572099,3.45666962942376,-18,-8295,5
"06007","Butte","California",142161,NA,NA,2563,372567,6811,24,2720,2215,6745,987,212,547,144,2550,1026,2,0.853729981803551,2056,381019,185,541274000,263265,9386000,33403,2048,373786,183,342766000,167366,14780000,50617,1.39153391701079,4.52378547354619,8,7233,5
"06009","Calaveras","California",NA,NA,NA,156,11145,257,75,201,4810,7823,NA,21,483,659,NA,374,0,1.4013462278631,663,212140,320,26004000,39222,8000,1930,631,201026,319,16498000,26146,49000,3268,-1.42353257752371,3.28555730900777,32,11114,5
"06011","Colusa","California",233108,NA,NA,68879,239151,NA,NA,NA,405,5850,NA,376,212,226,NA,NA,29106,1.19790632951232,782,453061,579,577313000,738251,13629000,35961,814,474092,582,386300000,474570,21222000,47584,1.47830731230318,4.55583176004794,-32,-21031,5
"06013","Contra Costa","California",NA,NA,NA,22445,26575,NA,NA,16459,48,12059,NA,10,72,1355,NA,111,10224,1.62025140413137,602,127670,212,89358000,148436,232000,6811,634,146993,232,70810000,111687,192000,10079,0.259399126508457,3.83321088028261,-32,-19323,5
"06015","Del Norte","California",NA,NA,NA,NA,117,14592,NA,NA,17,1818,17214,3,18,15,NA,7,1850,1.05444381488196,121,NA,NA,35651000,294639,96000,6399,85,NA,NA,32508000,382445,NA,NA,NA,3.80611211016909,36,NA,11
"06017","El Dorado","California",35,NA,NA,765,21760,1256,408,116,95,4483,NA,29,256,1056,NA,158,90,1.05880067526703,1358,128365,95,30507000,22465,237000,5786,1268,107080,84,19948000,15732,149000,6464,0.266301720867114,3.76237842931196,90,21285,5
"06019","Fresno","California",85348,NA,191624,726887,2548464,42141,9,105621,374462,456372,422335,3370,8171,2981,NA,NA,5256,1.59169875459411,5683,1721202,303,4973041000,875073,10149000,19901,6081,1636224,269,3730546000,613476,24737000,44412,0.77059141045591,4.2988748997047,-398,84978,5
"06021","Glenn","California",155021,NA,2170,22457,312323,1077,NA,16060,NA,37579,73317,NA,212,248,NA,16477,422,1.45490289739541,1311,668784,510,637363000,486165,13136000,28249,1242,489186,394,405439000,326441,15457000,37156,1.29317726528883,4.45100307862736,69,179598,5
"06023","Humboldt","California",124,NA,NA,3917,1882,NA,20,976,60,NA,73264,24,1742,289,NA,74,120888,0.883822507014738,930,593597,638,203260000,218559,1242000,15150,852,597477,701,149844000,175873,515000,6355,0.320629898459648,4.18041263283832,78,-3880,17
"06025","Imperial","California",86658,NA,4212,702358,26915,5458,NA,484672,4,534225,NA,NA,18898,1,14237,NA,11001,1.41951758549746,421,515783,1225,1888639000,4486079,2788000,22485,452,427349,945,1290253000,2854543,4885000,37006,0.732825745559418,4.35189289190396,-31,88434,4
"06027","Inyo","California",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,12,117,NA,10,19470,0.0479435938311427,125,330840,2647,19613000,156903,NA,NA,94,292552,3112,14452000,153740,NA,NA,NA,NA,31,38288,17
"06029","Kern","California",51641,NA,99789,415435,2536945,56680,17,71412,NA,230379,495420,149,NA,800,1671,2389,36263,1.28003394499787,1938,2330233,1202,3998990000,2063462,5306000,17687,2117,2361765,1116,3204147000,1513532,27346000,75332,0.357367897343429,4.24765417581902,-179,-31532,5
"06031","Kings","California",104350,NA,211244,113256,353091,994,NA,71693,31060,313731,624834,19,3419,1209,NA,337,0,1.79025591915796,1056,673634,638,1829236000,1732232,7901000,20577,1129,680662,603,1358410000,1203198,23258000,58001,1.06925806281828,4.31338205757815,-73,-7028,11
"06033","Lake","California",36,NA,NA,376,91649,NA,8,NA,117,1032,NA,10,669,132,NA,25,5409,0.359226824437204,838,150721,180,99463000,118691,1e+05,2499,845,124199,147,61102000,72310,154000,7714,-0.178173766904755,3.39776625612645,-7,26522,5
"06035","Lassen","California",1417,NA,NA,2165,NA,NA,NA,NA,110,22691,NA,13,1027,441,NA,NA,44807,0.945595468705759,448,482680,1077,72671000,162212,186000,4332,459,459126,1000,55504000,120923,160000,7989,-0.414146359842982,3.63668844795328,-11,23554,17
"06037","Los Angeles","California",4708,NA,NA,53339,10605,95082,153,10131,NA,NA,NA,17,153,1041,105,1705,16058,1.40175570326173,1294,91689,71,193097000,149225,247000,6180,1734,108463,63,325880000,187935,138000,4944,0.430379717108227,3.79098847508882,-440,-16774,6
"06039","Madera","California",NA,NA,3248,27627,1169947,NA,NA,19386,26899,91010,243236,NA,272,277,NA,714,20150,0.944776450220939,1507,653584,434,1602766000,1063548,2400000,13956,1708,679729,398,990121000,579696,4608000,23878,0.564909829761242,4.14476096077607,-201,-26145,5
"06041","Marin","California",NA,NA,NA,1431,4686,1559,NA,NA,451,14693,61264,101,1519,36,5148,15,906,1.16220204175276,323,170876,529,91809000,284237,1283000,24206,255,133275,523,57871000,226944,603000,17735,0.875545587214786,4.38392302895216,68,37601,11
